Uid,Time,Symbol,C/P,Trade,Side,Str,Spot,Exp,Size,Prems,Price,Bid,Ask,Vol,OI,Ivol,Label,Events,Details
14479167,2023-02-06 10:51:18,NVDA,CALL,SWEEP,ABV ASK,215,212.21,2023-02-10,131,57.20K,4.37,4.3,4.35,15040,4476,60.69,,,
14479166,2023-02-06 10:51:18,XLK,CALL,SWEEP,AT ASK,144,140.51,2024-01-19,152,211.28K,13.9,13.45,13.9,278,689,24.13,,,
14479165,2023-02-06 10:51:18,AAPL,PUT,SWEEP,BLW BID,150,152.09,2023-02-10,217,30.38K,1.4,1.42,1.43,39717,31866,35,,,
14479163,2023-02-06 10:51:18,QQQ,PUT,SPLIT,AT BID,280,304.07,2023-03-17,250,68.50K,2.74,2.74,2.75,5376,121061,29.21,,,
14479158,2023-02-06 10:51:18,MOS,CALL,SWEEP,AT ASK,50,49.77,2023-03-17,156,41.96K,2.69,2.65,2.69,389,2634,42.64,,,
14479145,2023-02-06 10:51:18,TQQQ,CALL,,TO ASK,25,24.98,2023-03-10,150,32.70K,2.18,2.1,2.19,189,436,73.48,,,
14479144,2023-02-06 10:51:16,SPY,CALL,,AT ASK,410,409.69,2023-02-06,320,30.72K,0.96,0.95,0.96,124628,2923,26.71,,,
14479142,2023-02-06 10:51:16,BABA,PUT,,TO BID,70,104.28,2024-01-19,100,40.40K,4.04,4,4.2,403,11218,50.46,,,
14479150,2023-02-06 10:51:15,SPY,CALL,SWEEP,,410,409.69,2023-02-06,670,64.12K,0.96,0.95,0.96,124935,2923,26.71,,,
14479147,2023-02-06 10:51:15,SPY,CALL,SWEEP,,415,409.68,2023-03-03,105,55.55K,5.29,5.28,5.32,1119,5448,16.46,,,
14479143,2023-02-06 10:51:14,SPY,CALL,SWEEP,ABV ASK,409,409.6,2023-02-06,196,28.61K,1.46,1.43,1.44,51795,2081,26.9,,,
14479140,2023-02-06 10:51:14,AAPL,CALL,SWEEP,AT ASK,130,151.97,2023-02-10,1000,2.21M,22.1,21.9,22.1,1022,1078,68.41,,,
14479139,2023-02-06 10:51:14,SPY,PUT,,ABV ASK,413,409.66,2023-02-06,101,35.65K,3.53,3.5,3.52,5238,12378,28.38,,,
14479137,2023-02-06 10:51:14,QQQ,CALL,,AT ASK,306,303.96,2023-02-09,100,27.20K,2.72,2.7,2.72,498,262,31.23,,,
14479141,2023-02-06 10:51:13,SPY,CALL,SWEEP,ABV ASK,410,409.57,2023-02-06,497,46.92K,0.94,0.92,0.93,124249,2923,26.99,,,
14479131,2023-02-06 10:51:13,GOOG,CALL,,AT ASK,117.5,102.94,2023-09-15,100,52.50K,5.25,5.15,5.25,204,2442,28.93,,,
14479130,2023-02-06 10:51:13,GOOG,CALL,,TO BID,83,102.94,2023-09-15,100,253.50K,25.35,25.05,25.95,200,201,36.57,,,
14479133,2023-02-06 10:51:12,XPEV,PUT,SWEEP,,12.5,10.2,2023-03-17,404,114.58K,2.84,2.83,2.84,415,9214,87.62,,,
14479129,2023-02-06 10:51:12,GOOG,CALL,,TO ASK,117.5,102.94,2023-09-15,100,52.60K,5.26,5.15,5.3,104,2442,28.95,,,
14479128,2023-02-06 10:51:12,GOOG,CALL,,TO BID,83,102.94,2023-09-15,100,254.60K,25.46,25.05,25.95,100,201,37.1,,,
14479132,2023-02-06 10:51:11,F,CALL,SWEEP,AT BID,14,12.86,2023-03-17,1498,26.96K,0.18,0.18,0.19,6666,64086,32.66,,SSR,
14479126,2023-02-06 10:51:11,SPY,CALL,,,415,409.62,2023-02-14,100,26.70K,2.67,2.66,2.68,751,914,19.23,,,
14479125,2023-02-06 10:51:10,AMZN,CALL,,,101,101.45,2023-02-17,97,32.98K,3.4,3.35,3.45,1666,3086,43.3,,,
14479124,2023-02-06 10:51:10,AMZN,CALL,,,96,101.45,2023-02-17,97,64.50K,6.65,6.6,6.7,315,1842,43.93,,,
14479123,2023-02-06 10:51:08,TSLA,CALL,SWEEP,AT BID,195,193.17,2023-02-10,452,316.40K,7,7,7.05,34077,8851,93.61,,,
14479120,2023-02-06 10:51:06,SPY,CALL,SWEEP,AT BID,410,409.56,2023-02-07,566,123.95K,2.19,2.19,2.2,35868,2946,25.11,,,
14479117,2023-02-06 10:51:04,SPY,CALL,,AT BID,415,409.49,2023-02-10,300,45.00K,1.5,1.5,1.51,12025,41290,19.82,,,
14479116,2023-02-06 10:51:02,SPY,CALL,SWEEP,AT BID,414,409.55,2023-02-10,400,72.40K,1.81,1.81,1.83,6284,3969,19.8,,,
14479114,2023-02-06 10:51:02,SPY,CALL,,AT BID,413,409.54,2023-02-06,1864,29.82K,0.16,0.16,0.17,55306,14220,27.55,,,
14479115,2023-02-06 10:51:01,SPY,CALL,SWEEP,AT BID,413,409.54,2023-02-06,6417,102.67K,0.16,0.16,0.17,59282,14220,28.04,,,
14479112,2023-02-06 10:51:00,TSLA,CALL,,AT ASK,200,193.27,2023-04-21,193,424.60K,22,22,22.05,2706,8845,69.26,,,
14479113,2023-02-06 10:50:59,MPC,CALL,SPLIT,AT BID,115,114.95,2023-04-21,52,37.44K,7.2,7.2,7.25,593,2656,34.23,,,
14479110,2023-02-06 10:50:58,SI,CALL,,TO BID,20,17.71,2023-03-17,125,44.75K,3.58,3.4,3.8,1589,4520,197.53,,SSR,
14479109,2023-02-06 10:50:56,SPY,PUT,SWEEP,AT BID,408,409.54,2023-02-09,131,32.23K,2.46,2.46,2.47,2743,2229,21.22,,,
14479107,2023-02-06 10:50:56,STNG,CALL,,TO ASK,50,50.89,2023-02-17,82,27.55K,3.36,3.2,3.4,115,2309,80.02,,,
14479108,2023-02-06 10:50:54,QQQ,PUT,SWEEP,AT BID,205,303.93,2023-06-16,293,27.84K,0.95,0.95,0.97,8014,4935,39.32,,,
14479106,2023-02-06 10:50:54,SPY,CALL,SWEEP,BLW BID,410,409.57,2023-02-07,118,25.99K,2.2,2.21,2.22,35152,2946,25.19,,,
14479105,2023-02-06 10:50:52,ROKU,PUT,SWEEP,AT BID,50,62.01,2023-04-21,82,25.83K,3.15,3.15,3.2,235,2046,79.1,,,
14479104,2023-02-06 10:50:52,SPX,PUT,SPLIT,BLW BID,4085,4107.36,2023-02-06,101,34.32K,3.4,3.4,3.5,8691,684,28.28,,,
14479103,2023-02-06 10:50:52,LQDA,PUT,SWEEP,TO BID,7.5,7.11,2023-02-17,814,49.04K,0.6,0.6,0.8,838,234,73.71,OPENING,,
14479102,2023-02-06 10:50:52,AAPL,PUT,SWEEP,AT BID,150,151.96,2023-02-17,155,38.75K,2.5,2.5,2.51,10381,32367,32.08,,,
14479101,2023-02-06 10:50:50,AAPL,PUT,SWEEP,AT BID,130,151.9,2023-05-19,600,143.40K,2.39,2.39,2.41,2327,58079,33.87,,,
14479100,2023-02-06 10:50:50,QQQ,PUT,SWEEP,AT BID,302,303.84,2023-02-06,501,29.56K,0.59,0.59,0.6,22879,5222,42.68,,,
14479099,2023-02-06 10:50:49,SQ,CALL,SWEEP,AT BID,94,82.25,2023-02-17,412,30.08K,0.73,0.73,0.75,435,887,68.57,,,
14479098,2023-02-06 10:50:49,SPXS,CALL,SWEEP,TO BID,18,18.11,2023-04-21,499,88.82K,1.78,1.77,1.84,2678,13274,53.28,,,
14479093,2023-02-06 10:50:48,TSLA,CALL,,AT BID,195,193.16,2023-02-10,50,35.00K,7,7,7.05,33602,8851,93.64,,,
14479092,2023-02-06 10:50:47,AAPL,CALL,,BLW BID,135,151.88,2023-03-17,606,1.11M,18.27,18.3,18.4,2014,14177,32.19,SPREAD,,
14479091,2023-02-06 10:50:47,AAPL,CALL,,BLW BID,155,151.88,2023-03-17,3482,1.49M,4.28,4.3,4.35,5832,37512,27.34,SPREAD,,
14479090,2023-02-06 10:50:47,AAPL,CALL,BLOCK,TO BID,150,151.88,2023-03-17,5380,3.69M,6.86,6.85,6.95,6054,75385,28.32,SPREAD,,
14479089,2023-02-06 10:50:47,AAPL,CALL,,BLW BID,165,151.88,2023-04-21,3482,947.10K,2.72,2.73,2.76,5722,15039,25.09,SPREAD,,
14479088,2023-02-06 10:50:47,AAPL,PUT,,ABV ASK,135,151.88,2023-04-21,3756,785.00K,2.09,2.06,2.08,4676,48636,31.47,SPREAD,,
14479087,2023-02-06 10:50:47,AAPL,CALL,,TO BID,135,151.88,2023-03-17,1381,2.52M,18.26,18.25,18.45,1408,14177,32.08,SPREAD,,
14479094,2023-02-06 10:50:46,AMZN,CALL,SPLIT,AT BID,102,101.36,2023-02-17,100,28.60K,2.86,2.86,2.88,1328,4208,43.31,,,
14479086,2023-02-06 10:50:45,TSLA,CALL,,AT BID,200,193.32,2023-02-10,100,52.50K,5.25,5.25,5.3,70261,28709,95.8,,,
14479085,2023-02-06 10:50:42,SPY,CALL,SWEEP,,414,409.53,2023-02-10,400,72.70K,1.82,1.82,1.83,5884,3969,19.9,,,
14479080,2023-02-06 10:50:42,NFLX,CALL,,AT BID,362.5,362.56,2023-02-17,100,109.00K,10.9,10.9,11,329,1029,41.54,,,
14479084,2023-02-06 10:50:41,SPX,PUT,SPLIT,AT BID,4090,4106.79,2023-02-06,151,69.46K,4.6,4.6,4.8,11235,1534,27.78,,,
14479083,2023-02-06 10:50:40,QQQ,PUT,SWEEP,AT BID,240,303.85,2023-06-16,150,39.90K,2.66,2.66,2.68,446,318507,33.42,,,
14479082,2023-02-06 10:50:40,TSLA,CALL,SPLIT,AT ASK,207.5,193.32,2023-02-10,186,61.38K,3.3,3.25,3.3,7962,4577,99.24,,,
14479081,2023-02-06 10:50:40,TSLA,CALL,SWEEP,AT ASK,202.5,193.31,2023-02-10,65,29.25K,4.5,4.45,4.5,8431,3918,96.91,,,
14479075,2023-02-06 10:50:39,FSS,CALL,,TO ASK,50,54.39,2023-05-19,130,87.10K,6.7,5.1,7,130,149,28.93,,,
14479077,2023-02-06 10:50:38,QQQ,PUT,SWEEP,AT BID,240,303.83,2023-06-16,200,53.20K,2.66,2.66,2.68,266,318507,33.41,,,
14479076,2023-02-06 10:50:38,SPY,CALL,SWEEP,,409,409.44,2023-02-06,275,38.02K,1.38,1.37,1.38,51084,2081,27.41,,,
14479074,2023-02-06 10:50:38,SPY,CALL,,,411,409.49,2023-02-17,100,51.50K,5.15,5.14,5.16,3358,15977,19.37,,,
14479073,2023-02-06 10:50:36,NVDA,PUT,SWEEP,AT ASK,210,211.88,2023-02-10,250,113.75K,4.55,4.5,4.55,11185,3006,60.68,,,
14479070,2023-02-06 10:50:35,TSLA,CALL,,,200,193.21,2023-02-10,50,26.00K,5.2,5.15,5.25,70139,28709,95.73,,,
14479072,2023-02-06 10:50:34,XLI,CALL,SPLIT,TO BID,102,102.59,2023-02-10,450,61.65K,1.37,1.34,1.43,475,2028,23.19,,,
14479071,2023-02-06 10:50:34,AMZN,CALL,SWEEP,AT ASK,100,101.34,2023-04-21,70,54.95K,7.85,7.75,7.85,1766,19122,36.66,,,
14479069,2023-02-06 10:50:32,CRWD,CALL,SWEEP,AT BID,100,112.91,2023-04-21,99,194.04K,19.6,19.6,19.75,110,298,59.72,,,
14479067,2023-02-06 10:50:31,EWZ,PUT,SWEEP,AT BID,27,28.02,2023-03-17,2600,215.80K,0.83,0.83,0.84,2674,12067,36.58,,,
14479063,2023-02-06 10:50:31,AAPL,CALL,,TO BID,155,151.84,2023-07-21,55,60.28K,10.96,10.9,11.05,259,3346,27.25,,,
14479062,2023-02-06 10:50:31,AAPL,CALL,,,155,151.84,2023-07-21,60,65.82K,10.97,10.9,11.05,204,3346,27.28,,,
14479061,2023-02-06 10:50:31,AAPL,CALL,,,150,151.84,2023-04-21,130,119.34K,9.18,9.15,9.2,668,17363,28,,,
14479066,2023-02-06 10:50:30,IWM,CALL,SWEEP,ABV ASK,194,194.22,2023-02-10,200,46.76K,2.34,2.31,2.33,675,1859,25.84,,,
14479059,2023-02-06 10:50:29,SPY,PUT,,AT BID,408,409.38,2023-02-06,700,42.00K,0.6,0.6,0.61,120791,16396,28.02,,,
14479060,2023-02-06 10:50:28,SPY,PUT,SWEEP,,408,409.39,2023-02-06,726,43.58K,0.6,0.6,0.61,120806,16396,28.15,,,
14479057,2023-02-06 10:50:26,DIS,CALL,,,115,108.88,2023-02-17,860,138.46K,1.61,1.6,1.63,6593,14318,49.44,,,
14479056,2023-02-06 10:50:26,DIS,CALL,,ABV ASK,115,108.88,2023-04-21,430,179.31K,4.17,4.05,4.15,2877,6454,31.74,,,
14479058,2023-02-06 10:50:25,DIS,CALL,SWEEP,TO BID,165,108.88,2025-06-20,60,41.30K,6.88,6.75,7.45,64,0,27.04,OPENING,,
14479055,2023-02-06 10:50:24,TSLA,CALL,SWEEP,,200,193.23,2023-02-10,59,30.79K,5.22,5.2,5.25,70069,28709,96.25,,,
14479054,2023-02-06 10:50:23,SLV,CALL,SWEEP,AT BID,25,20.45,2023-09-15,1147,87.17K,0.76,0.76,0.77,6345,112173,31.5,,,
14479050,2023-02-06 10:50:22,ITB,PUT,,TO ASK,69,70.42,2023-03-17,1000,210.00K,2.1,1.9,2.15,1000,2325,31.52,,,
14479053,2023-02-06 10:50:21,TSLA,CALL,SWEEP,TO ASK,192.5,193.26,2023-02-10,51,41.56K,8.15,8.1,8.15,13471,4284,92.65,,,
14479052,2023-02-06 10:50:21,QQQ,CALL,SWEEP,,305,303.65,2023-02-06,790,56.18K,0.71,0.7,0.71,28642,2091,41.14,,,
14479048,2023-02-06 10:50:21,NVDA,CALL,,,217.5,211.92,2023-02-10,259,85.47K,3.3,3.25,3.35,6623,1788,60.71,,,
14479046,2023-02-06 10:50:21,GOOG,PUT,,,115,102.89,2023-09-15,100,153.50K,15.35,15.2,15.5,306,1903,29.36,,,
14479045,2023-02-06 10:50:21,GOOG,PUT,,,107.5,102.89,2023-09-15,100,108.00K,10.8,10.75,10.85,216,2320,30.31,,,
14479044,2023-02-06 10:50:20,COP,CALL,,AT BID,113,107.52,2023-03-24,525,157.50K,3,3,3.1,525,6,33.8,OPEN SPREAD,,
14479049,2023-02-06 10:50:19,DIA,CALL,SWEEP,ABV ASK,342,337.44,2023-02-10,398,32.33K,0.81,0.78,0.81,610,504,16.26,,,
14479041,2023-02-06 10:50:16,SPY,PUT,,AT BID,409,409.33,2023-02-06,285,28.50K,1,1,1.01,137950,11450,27.97,,,
14479043,2023-02-06 10:50:15,QQQ,PUT,SPLIT,AT BID,205,303.64,2023-06-16,350,33.60K,0.96,0.96,0.97,7440,4935,39.33,,,
14479042,2023-02-06 10:50:15,SPY,PUT,SWEEP,,409,409.31,2023-02-06,350,35.01K,1,1,1.01,138003,11450,28,,,
14479040,2023-02-06 10:50:14,MPC,CALL,SWEEP,AT ASK,115,114.85,2023-04-21,244,175.68K,7.2,7.1,7.2,540,2656,34.5,,,
14479035,2023-02-06 10:50:14,GOOG,PUT,,TO ASK,115,102.87,2023-09-15,100,153.00K,15.3,14.65,15.5,206,1903,29.16,,,
14479034,2023-02-06 10:50:14,GOOG,PUT,,AT BID,107.5,102.87,2023-09-15,100,107.50K,10.75,10.75,10.85,116,2320,30.13,,,
14479039,2023-02-06 10:50:13,QQQ,PUT,SWEEP,AT BID,205,303.6,2023-06-16,300,28.80K,0.96,0.96,0.98,7090,4935,39.32,,,
14479033,2023-02-06 10:50:13,MSFT,PUT,,AT ASK,260,256.24,2024-01-19,300,751.50K,25.05,24.5,25.05,300,5792,27.63,,,
14479032,2023-02-06 10:50:13,DD,PUT,,TO ASK,72.5,72.16,2024-01-19,67,47.57K,7.1,6.9,7.2,75,583,28.09,,Pre-Earnings,
14479037,2023-02-06 10:50:12,QQQ,CALL,SWEEP,AT BID,304,303.6,2023-03-17,454,471.25K,10.38,10.38,10.39,1169,3732,24.75,,,
14479036,2023-02-06 10:50:12,SPY,PUT,SWEEP,ABV ASK,407,409.27,2023-02-06,854,32.45K,0.38,0.36,0.37,102037,15146,28.32,,,
14479031,2023-02-06 10:50:11,AI,CALL,SWEEP,AT BID,40,28.49,2023-02-24,314,87.92K,2.8,2.8,2.85,906,1202,238.84,,,
14479028,2023-02-06 10:50:09,DVN,CALL,SWEEP,TO ASK,65,59.59,2024-01-19,59,37.65K,6.38,6.1,6.6,108,5503,41.39,,,
14479026,2023-02-06 10:50:08,MPC,CALL,SPLIT,AT BID,115,114.8,2023-04-21,70,50.05K,7.15,7.15,7.2,296,2656,34.4,,,
14479024,2023-02-06 10:50:06,QQQ,PUT,SPLIT,AT BID,205,303.65,2023-06-16,300,28.80K,0.96,0.96,0.97,6290,4935,39.33,,,
14479022,2023-02-06 10:50:04,QQQ,PUT,SPLIT,AT BID,205,303.65,2023-06-16,300,28.80K,0.96,0.96,0.97,5990,4935,39.33,,,
14479020,2023-02-06 10:50:04,TSLA,CALL,SPLIT,AT BID,180,193.06,2025-01-17,100,720.00K,72,72,72.5,207,12448,57.96,,,
14479021,2023-02-06 10:50:03,SPY,CALL,SWEEP,,410,409.38,2023-02-06,452,38.89K,0.86,0.86,0.87,121437,2923,27.71,,,
14479018,2023-02-06 10:50:02,QQQ,PUT,SWEEP,AT BID,205,303.69,2023-06-16,300,28.80K,0.96,0.96,0.97,5690,4935,39.35,,,
14479017,2023-02-06 10:50:00,QQQ,PUT,SWEEP,AT BID,205,303.7,2023-06-16,299,28.70K,0.96,0.96,0.97,5390,4935,39.35,,,
14479015,2023-02-06 10:50:00,TSLA,CALL,,AT BID,180,193.3,2025-01-17,100,720.00K,72,72,72.5,107,12448,57.77,,,
14479016,2023-02-06 10:49:59,GOOG,CALL,SWEEP,AT ASK,97,102.89,2023-03-24,282,242.52K,8.6,8.3,8.6,384,4,32.57,OPENING,,
14479014,2023-02-06 10:49:58,QQQ,PUT,SWEEP,AT BID,205,303.62,2023-06-16,300,28.80K,0.96,0.96,0.97,5090,4935,39.33,,,
14479012,2023-02-06 10:49:57,GOOG,PUT,,TO ASK,117.5,102.86,2023-09-15,100,170.30K,17.03,16.6,17.25,624,1349,28.78,,,
14479011,2023-02-06 10:49:57,GOOG,PUT,,BLW BID,105,102.86,2023-09-15,100,94.50K,9.45,9.5,9.6,310,2113,30.44,,,
14479010,2023-02-06 10:49:56,PDD,PUT,,TO ASK,90,90.55,2023-02-17,100,34.50K,3.45,3.35,3.5,2236,6364,60.08,,,
14479013,2023-02-06 10:49:55,QQQ,PUT,SWEEP,AT BID,205,303.64,2023-06-16,300,28.80K,0.96,0.96,0.97,4790,4935,39.33,,,
14479008,2023-02-06 10:49:55,TSLA,CALL,,,200,193.23,2023-02-10,54,28.08K,5.2,5.15,5.25,69898,28709,95.63,,,
14479006,2023-02-06 10:49:54,MPC,CALL,,TO ASK,115,114.89,2023-04-21,61,43.92K,7.2,7.1,7.25,180,2656,34.38,,,
14479005,2023-02-06 10:49:54,PINS,PUT,,TO ASK,25,27.32,2023-03-17,1000,144.00K,1.44,1.39,1.45,1943,3694,72.53,,Pre-Earnings,
14479009,2023-02-06 10:49:53,QQQ,PUT,SWEEP,AT BID,205,303.6,2023-06-16,300,28.80K,0.96,0.96,0.97,4490,4935,39.32,,,
14479004,2023-02-06 10:49:53,QQQ,PUT,,AT BID,294,303.6,2023-02-17,100,25.60K,2.56,2.56,2.57,555,5069,30.39,,,
14479007,2023-02-06 10:49:52,DD,CALL,SPLIT,BLW BID,80,72.17,2023-03-17,7729,247.33K,0.32,0.35,0.4,9825,71,26.07,OPENING,Pre-Earnings,
14479003,2023-02-06 10:49:51,QQQ,PUT,SWEEP,AT BID,205,303.63,2023-06-16,300,28.80K,0.96,0.96,0.97,4190,4935,39.33,,,
14478999,2023-02-06 10:49:51,MARA,CALL,,TO BID,10,6.76,2025-01-17,300,84.00K,2.8,2.7,2.99,634,3430,135.89,,SSR,
14479000,2023-02-06 10:49:50,TSLA,PUT,SWEEP,,195,193.13,2023-02-10,82,71.34K,8.7,8.65,8.75,19213,6747,93.59,,,
14478998,2023-02-06 10:49:49,QQQ,PUT,SWEEP,AT BID,205,303.63,2023-06-16,300,28.80K,0.96,0.96,0.97,3890,4935,39.33,,,
14478995,2023-02-06 10:49:49,MARA,PUT,,AT ASK,3,6.76,2025-01-17,150,25.95K,1.73,1.72,1.73,251,91,148.92,OPENING,SSR,
14478997,2023-02-06 10:49:48,BABA,PUT,SPLIT,AT BID,90,104.22,2023-06-16,58,28.42K,4.9,4.9,4.95,1642,7596,48.21,,,
14478993,2023-02-06 10:49:48,PDD,PUT,,AT BID,102,90.55,2023-02-10,75,87.75K,11.7,11.7,11.85,161,202,80.28,,,
14478990,2023-02-06 10:49:47,UBER,CALL,,,35,33.03,2023-09-15,100,46.30K,4.63,4.55,4.7,428,3146,48.74,,,
14478989,2023-02-06 10:49:47,UBER,CALL,,,37.5,33.03,2024-01-19,100,49.30K,4.93,4.85,5,244,7081,46.28,,,
14478994,2023-02-06 10:49:46,QQQ,PUT,SWEEP,AT BID,205,303.66,2023-06-16,300,28.80K,0.96,0.96,0.97,3590,4935,39.34,,,
14478992,2023-02-06 10:49:46,SPY,PUT,SWEEP,AT BID,407,409.31,2023-02-06,3586,132.68K,0.37,0.37,0.38,101092,15146,28.55,,,
14478987,2023-02-06 10:49:46,TSLA,CALL,,AT ASK,200,193.16,2023-02-10,94,48.88K,5.2,5.15,5.2,69834,28709,95.96,,,
14478991,2023-02-06 10:49:45,TSLA,CALL,SWEEP,TO ASK,200,193.16,2023-02-10,102,53.04K,5.2,5.15,5.2,69840,28709,95.84,,,
14478984,2023-02-06 10:49:45,GOOG,PUT,,TO ASK,117.5,102.86,2023-09-15,100,171.00K,17.1,16.6,17.25,524,1349,29.04,,,
14478983,2023-02-06 10:49:45,GOOG,PUT,,AT BID,105,102.86,2023-09-15,100,95.00K,9.5,9.5,9.6,210,2113,30.6,,,
14478988,2023-02-06 10:49:44,QQQ,PUT,SWEEP,AT BID,205,303.66,2023-06-16,300,28.80K,0.96,0.96,0.98,3290,4935,39.34,,,
14478980,2023-02-06 10:49:44,ATVI,PUT,BLOCK,AT BID,70,72.48,2023-02-17,8750,1.77M,2.02,2.02,2.3,16221,63789,63.13,SPREAD,Pre-Earnings,
14478979,2023-02-06 10:49:44,ATVI,PUT,BLOCK,TO BID,67.5,72.48,2023-02-17,8750,1.07M,1.22,1.2,1.5,9134,21048,63.9,SPREAD,Pre-Earnings,
14478982,2023-02-06 10:49:42,META,CALL,SWEEP,AT ASK,187.5,188.28,2023-02-10,68,34.00K,5,4.95,5,3541,2685,56,,,
14478981,2023-02-06 10:49:42,QQQ,PUT,SWEEP,AT BID,205,303.67,2023-06-16,300,28.80K,0.96,0.96,0.97,2990,4935,39.34,,,
14478978,2023-02-06 10:49:41,SPY,PUT,SWEEP,AT BID,410,409.37,2023-02-06,202,30.50K,1.51,1.51,1.52,98453,13530,28.05,,,
14478977,2023-02-06 10:49:41,SLV,CALL,SWEEP,AT BID,25,20.46,2023-09-15,977,75.23K,0.77,0.77,0.78,5198,112173,31.64,,,
14478973,2023-02-06 10:49:41,PDD,PUT,,AT BID,102,90.34,2023-02-10,74,86.95K,11.75,11.75,11.9,86,202,68.81,,,
14478976,2023-02-06 10:49:40,TSLA,CALL,SWEEP,,200,193.19,2023-02-10,77,39.89K,5.18,5.15,5.2,69737,28709,95.82,,,
14478975,2023-02-06 10:49:40,QQQ,PUT,SWEEP,AT BID,205,303.64,2023-06-16,300,28.80K,0.96,0.96,0.97,2690,4935,39.33,,,
14478972,2023-02-06 10:49:38,QQQ,PUT,SWEEP,AT BID,205,303.6,2023-06-16,300,28.80K,0.96,0.96,0.98,2390,4935,39.32,,,
14478969,2023-02-06 10:49:37,FCX,CALL,BLOCK,TO ASK,45,42.52,2023-03-17,10000,1.38M,1.38,1.35,1.39,10141,21799,41.01,SPREAD,,
14478968,2023-02-06 10:49:37,FCX,CALL,BLOCK,AT BID,44,42.53,2023-02-17,10000,750.00K,0.75,0.75,0.8,10633,14454,44.24,SPREAD,,
14478971,2023-02-06 10:49:36,QQQ,PUT,SWEEP,AT BID,205,303.62,2023-06-16,300,28.80K,0.96,0.96,0.98,2090,4935,39.33,,,
14478967,2023-02-06 10:49:36,AAPL,CALL,,AT BID,138,151.75,2023-02-17,50,70.50K,14.1,14.1,14.25,379,718,38.19,,,
14478970,2023-02-06 10:49:35,SPY,PUT,SWEEP,AT BID,409,409.29,2023-02-08,100,27.00K,2.7,2.7,2.72,6393,4545,22.54,,,
14478965,2023-02-06 10:49:34,META,CALL,,AT BID,190,188.18,2023-06-16,100,203.00K,20.3,20.3,20.4,430,3852,43.83,,,
14478966,2023-02-06 10:49:33,QQQ,PUT,SWEEP,AT BID,205,303.61,2023-06-16,300,28.80K,0.96,0.96,0.98,1790,4935,39.32,,,
14478964,2023-02-06 10:49:31,ALB,PUT,,AT ASK,270,280.71,2023-03-17,200,234.00K,11.7,11,11.7,1302,647,47.08,,,
14478961,2023-02-06 10:49:30,TQQQ,CALL,,,22,24.88,2023-03-17,100,42.00K,4.2,4.15,4.25,162,6918,80.92,,,
14478960,2023-02-06 10:49:30,CRM,PUT,,AT ASK,160,169.32,2023-03-17,57,28.50K,5,4.95,5,98,3213,42.74,,,
14478963,2023-02-06 10:49:29,QQQ,PUT,SWEEP,AT BID,205,303.62,2023-06-16,300,28.80K,0.96,0.96,0.98,1240,4935,39.33,,,
14478958,2023-02-06 10:49:29,SPY,CALL,,,410,409.31,2023-02-07,200,42.20K,2.11,2.1,2.12,34710,2946,25.4,,,
14478962,2023-02-06 10:49:28,TSLA,CALL,SWEEP,TO BID,207.5,193.12,2023-02-10,99,31.85K,3.22,3.2,3.3,7751,4577,98.88,,,
14478959,2023-02-06 10:49:27,QQQ,PUT,SWEEP,AT ASK,205,303.65,2023-06-16,300,28.80K,0.96,0.95,0.96,940,4935,39.34,,,
14478956,2023-02-06 10:49:27,IWM,PUT,,,190,194.21,2023-03-17,100,36.60K,3.66,3.65,3.68,3458,52917,23.27,,,
14478954,2023-02-06 10:49:26,GOOG,PUT,,TO ASK,117.5,102.88,2023-09-15,100,170.20K,17.02,16.55,17.25,424,1349,28.8,,,
14478953,2023-02-06 10:49:26,GOOG,PUT,,BLW BID,102.5,102.88,2023-09-15,100,83.00K,8.3,8.35,8.45,326,1498,30.94,,,
14478952,2023-02-06 10:49:25,MARA,CALL,,AT BID,10,6.79,2025-01-17,200,56.00K,2.8,2.8,3,334,3430,135.42,,SSR,
14478955,2023-02-06 10:49:24,GLD,CALL,SWEEP,AT ASK,176,173.38,2023-04-21,120,47.40K,3.95,3.9,3.95,126,755,14.21,,,
14478948,2023-02-06 10:49:22,PDD,PUT,,TO ASK,95,90.32,2023-02-17,75,48.75K,6.5,6.4,6.55,178,2354,58.91,,,
14478951,2023-02-06 10:49:21,TSLA,PUT,SWEEP,AT BID,190,193.13,2023-02-10,59,35.70K,6.05,6.05,6.1,47635,6553,92.05,,,
14478946,2023-02-06 10:49:21,GOOG,PUT,,TO ASK,117.5,102.84,2023-09-15,100,171.20K,17.12,16.5,17.25,324,1349,29.08,,,
14478945,2023-02-06 10:49:21,GOOG,PUT,,AT BID,102.5,102.84,2023-09-15,100,83.50K,8.35,8.35,8.45,226,1498,31.06,,,
14478950,2023-02-06 10:49:20,DD,PUT,SPLIT,,80,72.17,2024-01-19,65,73.45K,11.3,11.1,11.5,160,64,27.04,OPENING,Pre-Earnings,
14478949,2023-02-06 10:49:20,AMZN,CALL,SWEEP,AT BID,102,101.25,2023-02-10,420,74.76K,1.78,1.78,1.79,7250,2011,48.02,,,
14478947,2023-02-06 10:49:19,DFEN,CALL,SWEEP,AT ASK,18,20.68,2023-02-17,100,28.00K,2.8,2.75,2.8,100,219,58.71,,,
14478943,2023-02-06 10:49:18,DD,PUT,SPLIT,AT ASK,80,72.18,2024-01-19,57,64.41K,11.3,11.1,11.3,95,64,27.05,,Pre-Earnings,
